0,-4.03123620309051,-32.4889624724062,-3.93116883116883,-20.7337662337662,-3.93116883116883,-20.7337662337662,-17.9993377483444,-52.0636666666667
3.6,-8.28187919463087,-21.2584444444444,-3.93488888888889,-20.4658888888889,-3.93488888888889,-20.4658888888889,-11.0930648769575,-52.6304444444444
7.2,-11.2235555555556,-19.6523333333333,-3.313,-18.4066666666667,-3.313,-18.4066666666667,-12.0996598639456,-47.4523333333333
10.8,-5.35466666666667,-27.7028888888889,0.476777777777778,-17.367,0.476777777777778,-17.367,-7.28177777777778,-53.2396551724138
14.4,-2.28785714285714,-27.1140765765766,-0.0274444444444445,-18.3535555555556,-0.0274444444444445,-18.3535555555556,-8.32022222222222,-45.6912222222222
18,-4.40255555555556,-24.7542222222222,0.0128888888888889,-17.1641111111111,0.0128888888888889,-17.1641111111111,-4.19261744966443,-42.331981981982
21.6,-8.87722222222222,-12.9417777777778,4.203,-18.5246666666667,4.203,-18.5246666666667,0.448873873873874,-44.1671171171171
25.2,2.57466666666667,-26.1616666666667,5.18558558558559,-18.8297297297297,5.18558558558559,-18.8297297297297,1.09403153153153,-43.1612612612613
28.8,5.81055555555556,-24.278,1.69522222222222,-17.7178004535147,1.69522222222222,-17.7178004535147,4.63130630630631,-43.4143176733781
32.4,-3.71288888888889,-11.0208888888889,4.463,-16.7137777777778,4.463,-16.7137777777778,10.3994444444444,-46.0627252252252
36,2.25533333333333,-17.3665555555555,6.86322222222222,-16.0214444444444,6.86322222222222,-16.0214444444444,NaN,NaN
39.6,4.27255555555556,-12.9123333333333,7.70644444444445,-15.5856666666667,7.70644444444445,-15.5856666666667,NaN,NaN
43.2,13.576,-21.5804444444444,7.37388888888889,-14.2656666666667,7.37388888888889,-14.2656666666667,NaN,NaN
46.8,16.1825503355705,-19.0292222222222,10.1467777777778,-12.9917777777778,10.1467777777778,-12.9917777777778,NaN,NaN
50.4,12.6343333333333,-15.7092222222222,10.2087777777778,-10.6468888888889,10.2087777777778,-10.6468888888889,NaN,NaN
