0,-18,59,-5,-23,14,18,-5,13,-18
0,-6,56,1,-17,-10,12,-8,18,-22
0,2,51,16,-7,-36,7,-12,22,-18
0,10,47,28,4,-63,0,-17,27,-9
0,14,48,37,14,-85,-8,-28,27,11
0,15,47,49,20,-98,-15,-33,27,29
0,16,52,46,22,-101,-18,-38,27,45
0,12,54,46,24,-90,-17,-41,24,58
0,11,59,33,18,-71,-11,-43,22,64
0,2,59,23,13,-46,-4,-38,20,60
0,-4,59,9,5,-18,1,-30,17,46
0,-14,58,-3,-4,7,0,-21,14,25
0,-23,55,-15,-10,26,5,-12,12,2
0,-28,54,-25,-15,37,11,-2,8,-24
0,-33,48,-31,-20,37,12,5,9,-42
0,-28,44,-32,-16,28,11,2,12,-43
0,-21,38,-22,-12,6,11,-6,17,-27
0,-10,38,-9,-9,-18,6,-21,24,8
0,5,39,14,2,-48,5,-34,27,37
0,13,43,39,8,-72,-1,-46,27,61
0,18,46,56,12,-86,-7,-51,27,73
0,20,51,64,16,-90,-10,-51,28,71
0,17,56,64,18,-85,-11,-40,26,54
0,14,56,50,18,-64,-9,-29,23,26
0,7,56,29,17,-39,-7,-15,16,-4
0,-1,50,11,15,-12,-8,0,6,-33
0,-11,45,-7,12,12,-12,12,1,-56
0,-20,40,-23,9,31,-11,19,-3,-62
0,-26,36,-31,6,40,-8,16,-4,-50
0,-28,36,-34,1,37,-3,5,0,-24
0,-27,35,-32,-5,26,4,-9,4,10
0,-20,35,-24,-11,8,6,-25,11,40
0,-11,38,-13,-16,-17,13,-37,19,67
0,-3,41,5,-19,-41,13,-47,23,82
0,5,48,18,-18,-64,7,-54,25,83
0,9,53,34,-14,-78,9,-50,29,72
0,12,61,41,-10,-83,3,-42,27,52
0,14,63,52,-2,-75,0,-28,24,15
0,15,62,54,5,-60,2,-12,22,-13
0,13,60,47,9,-37,-1,-4,15,-33
0,11,54,37,12,-15,-7,2,9,-40
0,8,49,19,13,4,-9,5,7,-40
0,-1,44,6,10,15,-14,3,6,-28
0,-10,46,-8,14,23,-11,-3,8,-10
0,-21,50,-19,14,19,-14,-12,11,13
0,-28,57,-24,14,8,-12,-25,16,34
0,-34,64,-23,14,-8,-6,-34,21,51
0,-37,69,-23,11,-29,-4,-43,27,60
0,-35,75,-18,9,-50,1,-48,30,61
0,-30,74,-10,2,-67,5,-48,33,55
0,-20,73,-3,-5,-74,3,-43,33,43
0,-10,70,11,-11,-74,8,-36,30,29
0,2,69,22,-19,-67,8,-28,26,11
0,8,65,37,-19,-53,11,-16,22,-7
0,13,58,46,-18,-37,12,-7,16,-20
0,16,53,47,-10,-19,9,0,10,-30
0,14,48,46,1,-3,3,4,8,-32
0,14,48,32,13,5,-13,1,6,-24
0,7,45,24,23,10,-21,-6,10,-10
0,0,42,2,29,11,-27,-14,13,10
0,-11,38,-6,29,4,-30,-24,18,29
0,-17,35,-26,29,-2,-24,-36,21,49
0,-26,30,-33,22,-16,-11,-42,23,60
0,-30,28,-41,10,-29,-5,-43,27,62
0,-31,30,-41,-4,-43,13,-40,26,55
0,-30,33,-33,-21,-57,9,-32,24,40
0,-24,40,-29,-30,-63,13,-25,20,20
0,-18,48,-13,-35,-64,16,-14,16,-2
0,-9,57,4,-34,-59,11,-4,11,-20
0,-1,63,22,-27,-51,13,3,8,-30
0,8,67,43,-17,-40,10,3,7,-28
0,16,68,65,-5,-28,7,-5,10,-15
0,13,59,92,8,-16,-1,-14,16,5
0,20,58,89,17,-7,-12,-28,23,28
0,23,56,73,25,-4,-17,-42,28,51
0,17,50,56,28,-7,-22,-51,34,63
0,10,44,32,28,-13,-18,-54,35,67
0,1,41,0,25,-26,-12,-53,35,62
0,-15,30,-14,17,-36,-6,-43,32,48
0,-26,30,-43,6,-46,1,-32,25,27
0,-42,21,-48,-4,-52,10,-14,16,0
0,-49,22,-67,-13,-57,10,4,4,-27
0,-55,21,-62,-19,-54,12,15,-6,-44
0,-51,28,-59,-24,-49,13,20,-12,-51
0,-43,39,-45,-22,-37,14,16,-11,-42
0,-31,52,-19,-18,-24,15,7,-4,-23
0,-13,68,5,-13,-12,12,-7,8,3
0,-1,78,39,-4,-3,4,-24,19,27
0,-14,60,114,7,2,-5,-41,28,46
0,-17,51,139,17,3,-12,-51,35,60
0,10,65,78,25,-3,-21,-57,40,65
0,17,59,52,29,-12,-23,-56,40,61
0,14,47,30,32,-22,-19,-51,37,52
0,4,31,23,27,-35,-15,-40,30,36
0,7,29,-14,18,-46,-4,-24,19,21
0,-11,15,0,6,-55,0,-12,8,11
0,-7,24,-35,-5,-61,10,0,-3,2
0,-21,19,-16,-16,-59,11,7,-10,-3
0,-18,31,-37,-25,-54,12,8,-11,-8
0,-26,37,-23,-28,-46,14,6,-6,-9
0,-26,52,-22,-27,-34,14,-1,4,-10
0,-24,63,-16,-19,-20,13,-10,18,-6
0,-22,67,0,-6,-9,5,-22,29,0
0,-13,75,0,9,-1,-4,-37,38,15
0,-8,69,23,19,3,-17,-44,41,24
0,4,72,20,30,1,-29,-46,39,33
0,4,61,37,38,-3,-35,-41,34,37
0,13,51,34,43,-14,-38,-35,26,39
0,14,39,37,44,-27,-35,-28,17,41
0,16,30,37,36,-39,-22,-21,6,39
0,16,26,26,26,-51,-11,-10,-2,29
0,11,22,21,8,-61,0,-3,-6,18
0,6,24,6,-7,-65,7,2,-2,3
0,-3,27,-5,-20,-64,12,0,1,-8
0,-11,30,-13,-31,-58,11,-4,9,-14
0,-18,37,-22,-38,-45,18,-9,19,-17
0,-26,45,-21,-39,-25,20,-18,28,-13
0,-26,56,-24,-35,-8,17,-26,33,-2
0,-27,66,-11,-23,5,19,-36,34,20
0,-21,77,-2,-11,13,6,-42,33,39
0,-16,82,16,3,14,-5,-43,30,53
0,-7,84,26,19,8,-19,-43,26,60
0,2,82,40,33,-3,-31,-39,23,60
0,7,75,51,40,-17,-33,-33,19,50
0,15,70,50,44,-35,-31,-27,15,34
0,14,57,52,43,-53,-29,-17,12,12
0,16,48,37,34,-65,-19,-4,13,-13
0,11,37,30,18,-73,-11,1,11,-29
0,8,30,9,-3,-72,5,-1,12,-32
0,1,27,-4,-23,-64,11,-6,15,-23
0,-9,31,-13,-39,-50,16,-12,19,-8
0,-15,42,-22,-49,-33,22,-20,25,7
0,-26,52,-18,-49,-18,25,-29,29,21
0,-31,68,-20,-40,-5,20,-38,30,34
0,-37,81,-12,-15,4,14,-41,32,41
0,-35,88,-7,7,-1,-7,-40,28,40
0,-29,89,-3,28,-8,-23,-34,26,35
0,-22,86,7,46,-22,-37,-26,22,24
0,-9,77,13,55,-35,-49,-19,16,14
0,2,62,24,58,-45,-44,-13,10,6
0,12,47,38,52,-50,-34,-8,8,2
0,20,32,51,35,-52,-26,-4,5,-1
0,24,20,61,19,-48,-6,-6,7,4
0,26,15,58,-3,-40,8,-12,9,11
0,25,13,55,-25,-32,12,-18,13,17
0,23,18,42,-42,-23,23,-24,21,21
0,14,27,26,-52,-14,23,-30,26,26
