0,-18,24,-24,25,-54,-12,-17,15,14
0,-15,34,-15,16,-44,-8,-17,15,8
0,-11,44,-4,6,-27,0,-16,18,5
0,-6,56,15,-5,-8,10,-15,17,4
0,1,64,29,-15,8,16,-15,18,4
0,5,68,47,-22,21,21,-17,18,6
0,9,72,52,-25,27,25,-18,17,9
0,9,65,52,-25,22,24,-16,13,12
0,9,55,43,-21,13,17,-15,10,17
0,9,42,29,-10,-3,13,-13,8,19
0,6,28,17,0,-22,1,-12,7,18
0,3,19,3,11,-41,-5,-13,8,18
0,-2,10,-6,19,-56,-9,-14,10,16
0,-4,8,-16,24,-67,-16,-17,14,17
0,-9,9,-21,26,-70,-18,-21,20,13
0,-14,17,-22,24,-63,-12,-23,23,11
0,-16,27,-25,18,-52,-6,-25,25,7
0,-21,37,-18,7,-37,-1,-24,28,0
0,-21,52,-16,-3,-19,10,-22,28,-5
0,-23,64,-9,-11,-3,11,-19,24,-10
0,-22,72,1,-15,10,14,-16,21,-9
0,-15,82,13,-17,13,21,-15,18,-3
0,-11,81,30,-16,10,14,-18,16,9
0,-1,79,35,-11,2,16,-20,14,22
0,5,69,46,-8,-12,8,-21,12,31
0,12,58,51,-1,-27,4,-22,12,37
0,14,44,54,6,-42,4,-24,13,38
0,17,30,52,10,-54,-4,-24,13,36
0,17,20,41,13,-61,-7,-23,16,28
0,13,10,31,14,-61,-4,-21,18,18
0,10,7,14,14,-56,-5,-17,17,6
0,4,5,-3,9,-41,-2,-13,17,-4
0,-5,7,-12,5,-24,3,-10,17,-10
0,-9,15,-23,-2,-8,6,-10,16,-8
0,-17,26,-17,-5,5,10,-12,16,-2
0,-18,48,-18,-12,11,16,-19,20,13
0,-21,74,1,-17,6,16,-26,23,25
0,-23,91,30,-18,-4,21,-32,23,38
0,-36,80,88,-20,-17,18,-37,24,49
0,-31,74,100,-18,-38,13,-38,24,50
0,7,91,31,-13,-51,13,-33,22,42
0,-4,52,56,-6,-57,6,-27,19,30
0,19,42,18,3,-59,1,-21,19,12
0,6,9,41,12,-54,-2,-14,16,-2
